sequence,length,count,up_count,down_count,up_probability
"5,8,8",3,96,41,55,0.427083
"16,15,10",3,95,53,42,0.557895
"10,11,5",3,95,31,64,0.326316
"25,12,25",3,95,41,54,0.431579
"10,25,13",3,93,40,53,0.430108
"6,6,16",3,93,64,29,0.688172
"4,25,4",3,93,41,52,0.44086
"10,18,10",3,92,60,32,0.652174
"15,3,10",3,92,57,35,0.619565
"15,6,6",3,92,58,34,0.630435
"2,15,25",3,92,62,30,0.673913
"5,5,17",3,91,28,63,0.307692
"8,5,25",3,90,35,55,0.388889
"25,2,25",3,90,27,63,0.3
"24,25,16",3,89,66,23,0.741573
"10,10,1",3,88,26,62,0.295455
"17,7,17",3,88,27,61,0.306818
"17,24,12",3,88,25,63,0.284091
"24,17,12",3,88,22,66,0.25
"5,4,20",3,87,20,67,0.229885
"25,21,6",3,87,37,50,0.425287
"6,16,10",3,87,48,39,0.551724
"25,17,12",3,87,33,54,0.37931
"12,25,25",3,87,21,66,0.241379
"3,16,25",3,87,62,25,0.712644
"17,7,11",3,86,34,52,0.395349
"3,10,6",3,86,34,52,0.395349
"25,25,4",3,86,35,51,0.406977
"8,5,4",3,86,26,60,0.302326
"24,16,25",3,86,53,33,0.616279
"10,25,21",3,85,12,73,0.141176
"7,11,24",3,85,32,53,0.376471
"24,2,25",3,85,51,34,0.6
"11,12,4",3,85,28,57,0.329412
"11,25,4",3,85,34,51,0.4
"24,17,7",3,84,21,63,0.25
"4,5,24",3,84,28,56,0.333333
"5,24,25",3,83,33,50,0.39759
"10,3,13",3,83,32,51,0.385542
"10,21,25",3,83,35,48,0.421687
"12,25,24",3,83,30,53,0.361446
"10,13,13",3,83,29,54,0.349398
"15,10,3",3,82,52,30,0.634146
"10,25,15",3,82,32,50,0.390244
"5,4,24",3,82,32,50,0.390244
"6,25,3",3,82,51,31,0.621951
"21,25,6",3,82,36,46,0.439024
"25,11,5",3,82,36,46,0.439024
"14,2,15",3,82,29,53,0.353659
"25,11,4",3,81,33,48,0.407407
"2,25,24",3,81,29,52,0.358025
"10,11,24",3,80,22,58,0.275
"7,11,11",3,80,35,45,0.4375
"10,10,13",3,80,33,47,0.4125
"4,4,25",3,80,23,57,0.2875
"2,2,2",3,80,26,53,0.325
"6,16,25",3,80,18,62,0.225
"5,20,24",3,79,46,33,0.582278
"3,25,16",3,78,23,55,0.294872
"10,21,10",3,78,48,30,0.615385
"10,10,21",3,78,32,46,0.410256
"5,8,25",3,78,46,32,0.589744
"25,15,6",3,77,48,29,0.623377
"8,5,20",3,76,43,33,0.565789
"23,11,5",3,76,31,45,0.407895
"8,11,24",3,75,29,46,0.386667
"10,6,16",3,75,46,29,0.613333
"17,20,24",3,75,9,66,0.12
"5,5,20",3,75,33,42,0.44
"4,5,20",3,75,30,45,0.4
"6,10,18",3,75,2,73,0.026667
"4,5,25",3,75,32,43,0.426667
"25,21,25",3,75,32,43,0.426667
"24,15,15",3,75,51,24,0.68
"16,15,25",3,75,66,9,0.88
"11,2,11",3,74,24,50,0.324324
"6,10,2",3,74,33,41,0.445946
"12,24,6",3,74,30,44,0.405405
"2,25,10",3,74,32,42,0.432432
"15,6,10",3,74,31,43,0.418919
"12,25,11",3,73,30,43,0.410959
"11,11,10",3,72,40,32,0.555556
"10,9,25",3,72,44,28,0.611111
"14,14,25",3,71,46,25,0.647887
"24,4,5",3,71,23,48,0.323944
"15,24,3",3,71,42,29,0.591549
"21,6,10",3,71,23,48,0.323944
"10,21,6",3,71,22,49,0.309859
"25,12,11",3,71,30,41,0.422535
"24,11,12",3,70,23,47,0.328571
"2,10,10",3,70,49,21,0.7
"25,25,16",3,70,52,17,0.742857
"11,24,2",3,70,31,39,0.442857
"13,24,10",3,69,41,28,0.594203
"25,5,25",3,69,48,21,0.695652
"4,24,4",3,69,30,39,0.434783
"12,17,24",3,69,28,41,0.405797
"11,12,6",3,69,29,40,0.42029
"5,24,10",3,69,28,41,0.405797
"7,17,24",3,68,21,47,0.308824
"3,16,15",3,68,50,18,0.735294
"11,6,10",3,68,49,19,0.720588
"12,12,24",3,68,28,40,0.411765
"21,10,25",3,68,25,43,0.367647
"24,12,4",3,68,25,43,0.367647
"24,11,13",3,67,39,28,0.58209
"11,5,17",3,67,30,37,0.447761
"5,25,12",3,67,23,44,0.343284
"11,7,17",3,66,20,46,0.30303
"3,3,16",3,65,46,19,0.707692
"2,11,11",3,65,28,37,0.430769
"25,11,17",3,65,23,42,0.353846
"15,10,6",3,65,37,28,0.569231
"13,10,10",3,64,38,26,0.59375
"5,17,24",3,64,41,23,0.640625
"13,6,24",3,64,22,42,0.34375
"4,25,17",3,64,17,47,0.265625
"22,25,25",3,64,42,22,0.65625
"1,24,10",3,63,26,37,0.412698
"17,7,7",3,63,18,45,0.285714
"21,25,10",3,63,24,39,0.380952
"9,10,25",3,63,20,43,0.31746
"24,15,5",3,63,41,22,0.650794
"24,10,16",3,62,43,19,0.693548
"17,25,24",3,62,22,40,0.354839
"8,8,5",3,61,25,36,0.409836
"24,17,11",3,61,26,35,0.42623
"12,6,10",3,61,24,37,0.393443
"4,25,13",3,61,22,39,0.360656
"10,14,25",3,61,22,39,0.360656
"14,14,15",3,61,39,22,0.639344
"15,15,3",3,61,24,37,0.393443
"8,24,5",3,60,23,37,0.383333
"13,24,6",3,60,41,19,0.683333
"8,11,8",3,60,34,26,0.566667
"24,12,6",3,60,35,25,0.583333
"11,13,11",3,60,37,23,0.616667
"24,8,5",3,59,34,25,0.576271
"8,5,8",3,59,33,26,0.559322
"10,2,2",3,59,42,17,0.711864
"13,12,24",3,59,25,34,0.423729
"11,2,25",3,59,16,43,0.271186
"5,6,10",3,59,24,35,0.40678
"25,12,4",3,59,24,35,0.40678
"6,25,21",3,59,26,33,0.440678
"5,8,4",3,58,33,25,0.568966
"10,1,10",3,58,25,33,0.431034
"5,11,13",3,58,22,36,0.37931
"11,1,24",3,58,18,40,0.310345
"4,25,5",3,58,26,32,0.448276
"4,12,24",3,57,22,35,0.385965
"25,25,7",3,57,15,42,0.263158
"15,10,24",3,57,21,36,0.368421
"24,3,16",3,56,31,25,0.553571
"17,17,11",3,56,32,24,0.571429
"13,24,12",3,56,34,22,0.607143
"3,24,16",3,56,40,16,0.714286
"4,17,24",3,56,18,38,0.321429
"12,11,25",3,56,18,38,0.321429
"20,12,1",3,56,0,56,0.0
"13,5,6",3,56,0,56,0.0
"7,24,24",3,55,20,35,0.363636
"9,25,10",3,55,36,19,0.654545
"25,6,21",3,55,19,36,0.345455
"25,5,23",3,55,24,31,0.436364
"3,25,5",3,55,24,31,0.436364
"3,14,15",3,55,33,22,0.6
"5,24,20",3,55,9,46,0.163636
"16,18,10",3,54,45,9,0.833333
"24,16,10",3,54,23,31,0.425926
"16,16,16",3,54,22,32,0.407407
"5,17,11",3,54,23,31,0.425926
"4,24,12",3,54,30,24,0.555556
"6,10,15",3,54,12,42,0.222222
"5,11,10",3,54,31,23,0.574074
"24,15,6",3,54,41,12,0.759259
"3,3,2",3,54,24,30,0.444444
"3,3,14",3,54,44,10,0.814815
"25,24,14",3,53,23,30,0.433962
"3,16,16",3,53,39,14,0.735849
"11,25,17",3,53,20,33,0.377358
"21,10,10",3,53,19,34,0.358491
"16,24,25",3,53,37,14,0.698113
"4,4,20",3,53,17,36,0.320755
"23,25,24",3,53,18,35,0.339623
"13,13,12",3,53,16,37,0.301887
"14,25,15",3,53,39,14,0.735849
"3,6,14",3,53,38,15,0.716981
"25,17,7",3,52,13,39,0.25
"10,2,24",3,52,20,32,0.384615
"24,24,13",3,52,23,29,0.442308
"25,4,11",3,52,36,16,0.692308
"10,14,10",3,52,21,31,0.403846
"11,25,23",3,52,17,35,0.326923
"8,4,5",3,51,21,30,0.411765
"16,16,15",3,51,36,15,0.705882
"6,5,5",3,51,32,19,0.627451
"24,13,13",3,51,20,31,0.392157
"16,6,10",3,51,13,38,0.254902
"23,24,25",3,51,19,32,0.372549
"4,24,17",3,51,17,34,0.333333
"24,17,25",3,51,20,31,0.392157
"25,4,4",3,51,14,37,0.27451
"17,13,13",3,51,32,19,0.627451
"25,7,11",3,51,12,39,0.235294
"15,25,11",3,51,20,31,0.392157
"25,15,15",3,51,39,12,0.764706
"3,6,15",3,51,37,14,0.72549
"10,13,24",3,50,35,15,0.7
"5,11,7",3,50,29,21,0.58
"11,12,10",3,50,8,42,0.16
"9,25,25",3,50,19,31,0.38
"11,25,20",3,50,20,30,0.4
"24,3,14",3,50,45,5,0.9
"3,6,5",3,50,37,13,0.74
"6,24,14",3,50,16,14,0.32
"25,16,15",3,49,20,29,0.408163
"9,10,10",3,49,31,18,0.632653
"12,24,4",3,49,21,28,0.428571
"25,11,13",3,49,19,30,0.387755
"24,25,7",3,49,15,34,0.306122
"16,25,15",3,49,39,10,0.795918
"21,6,25",3,49,21,28,0.428571
"25,12,12",3,49,19,30,0.387755
"17,24,7",3,49,12,37,0.244898
"13,6,10",3,48,16,32,0.333333
"23,13,23",3,48,6,22,0.125
"24,12,17",3,48,20,28,0.416667
"25,24,7",3,48,16,32,0.333333
"12,4,24",3,48,33,15,0.6875
"14,10,10",3,48,30,18,0.625
"25,24,13",3,48,20,28,0.416667
"15,15,15",3,48,29,19,0.604167
"3,2,25",3,48,16,32,0.333333
"6,22,10",3,48,31,17,0.645833
"6,6,5",3,48,16,32,0.333333
"6,21,10",3,48,15,33,0.3125
"11,11,6",3,48,29,19,0.604167
"10,2,15",3,47,28,19,0.595745
"6,11,11",3,47,13,34,0.276596
"5,25,23",3,47,29,18,0.617021
"24,16,15",3,47,35,12,0.744681
"6,6,13",3,47,33,14,0.702128
"4,11,12",3,47,13,34,0.276596
"11,17,25",3,47,16,31,0.340426
"2,2,15",3,47,13,34,0.276596
"2,11,24",3,47,31,16,0.659574
"11,4,12",3,47,9,38,0.191489
"24,8,11",3,46,17,29,0.369565
"8,8,11",3,46,16,30,0.347826
