sequence,length,count,up_count,down_count,up_probability
"21,25,10",3,439,175,264,0.398633
"16,15,15",3,438,248,190,0.56621
"24,12,5",3,436,183,253,0.419725
"4,25,4",3,434,173,261,0.398618
"17,13,13",3,432,247,181,0.571759
"10,11,24",3,432,175,257,0.405093
"18,16,18",3,431,346,85,0.802784
"17,24,5",3,431,188,242,0.436195
"10,1,1",3,430,193,237,0.448837
"11,4,2",3,430,133,277,0.309302
"4,24,4",3,420,186,234,0.442857
"12,4,24",3,419,164,254,0.391408
"5,5,2",3,418,179,239,0.42823
"16,24,10",3,417,148,269,0.354916
"4,11,12",3,417,180,237,0.431655
"3,18,10",3,416,235,181,0.564904
"4,17,7",3,414,146,268,0.352657
"2,10,6",3,413,243,170,0.588378
"17,25,7",3,413,154,254,0.372881
"10,18,16",3,410,182,228,0.443902
"15,16,10",3,409,227,182,0.555012
"12,5,11",3,408,179,229,0.438725
"3,10,16",3,407,235,172,0.577396
"14,14,15",3,403,176,226,0.436725
"21,6,25",3,403,171,228,0.424318
"25,4,11",3,403,148,254,0.367246
"24,24,7",3,402,157,244,0.390547
"6,16,6",3,401,175,226,0.436409
"16,2,25",3,398,225,168,0.565327
"4,11,4",3,396,161,235,0.406566
"5,24,17",3,395,152,242,0.38481
"14,5,11",3,394,222,172,0.563452
"17,17,13",3,391,165,222,0.421995
"7,17,12",3,391,132,259,0.337596
"20,24,24",3,389,73,316,0.187661
"16,25,24",3,387,215,170,0.555556
"16,6,6",3,386,225,160,0.582902
"4,17,20",3,386,157,229,0.406736
"24,25,2",3,385,144,241,0.374026
"4,4,12",3,385,140,245,0.363636
"6,15,25",3,385,126,251,0.327273
"17,24,6",3,383,157,225,0.409922
"6,6,5",3,380,156,220,0.410526
"25,12,5",3,379,143,236,0.377309
"24,10,1",3,378,165,210,0.436508
"7,7,24",3,377,132,241,0.350133
"17,24,10",3,377,150,226,0.397878
"1,24,5",3,376,215,158,0.571809
"16,15,5",3,375,213,162,0.568
"24,16,3",3,374,249,119,0.665775
"7,24,12",3,374,136,237,0.363636
"4,12,12",3,372,131,241,0.352151
"18,15,10",3,371,261,104,0.703504
"24,11,2",3,371,155,213,0.41779
"7,12,24",3,370,126,244,0.340541
"17,12,12",3,369,150,218,0.406504
"25,20,12",3,367,149,218,0.405995
"3,15,2",3,366,211,155,0.576503
"6,15,10",3,365,76,289,0.208219
"12,5,5",3,364,143,220,0.392857
"25,11,7",3,362,142,220,0.392265
"5,25,5",3,360,139,221,0.386111
"4,11,20",3,360,148,212,0.411111
"4,24,5",3,359,160,199,0.445682
"15,15,15",3,358,205,153,0.572626
"24,15,15",3,358,197,161,0.550279
"6,10,1",3,358,138,214,0.385475
"10,2,11",3,357,122,235,0.341737
"11,25,23",3,355,141,214,0.397183
"24,13,13",3,354,154,200,0.435028
"11,25,7",3,354,141,212,0.398305
"10,10,9",3,352,147,205,0.417614
"5,20,11",3,350,106,244,0.302857
"18,10,25",3,349,205,143,0.587393
"25,5,23",3,347,125,219,0.360231
"5,25,23",3,347,156,191,0.449568
"24,4,12",3,347,124,223,0.357349
"21,25,25",3,346,144,202,0.416185
"5,17,5",3,344,150,194,0.436047
"6,21,25",3,343,137,206,0.399417
"7,5,24",3,342,91,251,0.266082
"3,3,14",3,342,192,150,0.561404
"10,9,10",3,341,136,205,0.398827
"11,4,12",3,340,141,199,0.414706
"25,24,14",3,339,150,177,0.442478
"25,23,11",3,334,137,197,0.41018
"3,6,2",3,334,145,187,0.434132
"13,1,1",3,333,211,122,0.633634
"4,4,4",3,332,96,236,0.289157
"25,16,18",3,331,232,99,0.700906
"10,18,11",3,331,143,188,0.432024
"2,25,15",3,331,184,146,0.555891
"5,20,4",3,330,109,221,0.330303
"25,11,20",3,329,141,188,0.428571
"16,25,6",3,329,123,206,0.37386
"9,22,25",3,328,240,85,0.731707
"24,16,2",3,328,135,188,0.411585
"25,24,2",3,327,147,180,0.449541
"4,11,5",3,327,126,201,0.385321
"13,13,1",3,323,180,138,0.557276
