sequence,length,count,up_count,down_count,up_probability
"11,12,5",3,113,66,47,0.584071
"2,2,15",3,113,68,45,0.60177
"4,17,20",3,113,33,80,0.292035
"6,10,18",3,112,41,71,0.366071
"10,11,23",3,112,31,81,0.276786
"17,11,5",3,111,67,44,0.603604
"17,12,6",3,111,40,71,0.36036
"1,24,25",3,110,62,48,0.563636
"6,13,24",3,110,67,40,0.609091
"12,25,20",3,110,45,65,0.409091
"3,14,15",3,110,77,33,0.7
"2,5,5",3,110,43,67,0.390909
"15,11,11",3,109,60,49,0.550459
"6,22,10",3,108,62,46,0.574074
"17,12,7",3,108,48,60,0.444444
"13,13,10",3,108,44,64,0.407407
"24,8,24",3,107,42,65,0.392523
"4,20,12",3,107,61,46,0.570093
"12,12,25",3,107,41,66,0.383178
"25,20,12",3,107,41,66,0.383178
"6,3,14",3,107,68,39,0.635514
"15,11,5",3,106,63,43,0.59434
"18,15,10",3,106,72,28,0.679245
"5,11,2",3,106,59,47,0.556604
"23,8,5",3,105,37,68,0.352381
"5,8,23",3,105,44,61,0.419048
"10,3,1",3,105,47,58,0.447619
"1,24,6",3,105,66,39,0.628571
"2,15,5",3,105,63,42,0.6
"25,6,13",3,104,39,65,0.375
"12,4,17",3,103,35,68,0.339806
"6,22,6",3,102,44,58,0.431373
"17,7,25",3,102,44,57,0.431373
"6,3,22",3,102,43,59,0.421569
"16,15,24",3,101,66,35,0.653465
"12,12,11",3,101,38,59,0.376238
"25,24,2",3,101,44,57,0.435644
"25,2,15",3,101,71,30,0.70297
"3,24,2",3,100,34,66,0.34
"17,23,7",3,100,39,61,0.39
"16,6,6",3,100,74,26,0.74
"3,22,25",3,100,59,41,0.59
"15,3,6",3,99,44,55,0.444444
"2,10,6",3,98,57,41,0.581633
"13,6,6",3,98,41,56,0.418367
"25,20,4",3,98,30,68,0.306122
"24,17,13",3,98,40,56,0.408163
"3,5,5",3,97,34,63,0.350515
"6,2,6",3,97,43,52,0.443299
"25,25,1",3,97,42,55,0.43299
"24,1,16",3,97,6,91,0.061856
"15,16,10",3,96,65,31,0.677083
"3,13,24",3,96,58,38,0.604167
"12,5,24",3,96,55,41,0.572917
"10,16,5",3,95,71,24,0.747368
"6,16,15",3,95,54,41,0.568421
"16,18,15",3,95,73,22,0.768421
"24,25,1",3,95,53,42,0.557895
"12,10,10",3,95,37,58,0.389474
"12,6,25",3,95,53,40,0.557895
"12,6,24",3,95,39,55,0.410526
"7,7,17",3,94,34,59,0.361702
"4,23,23",3,94,34,60,0.361702
