sequence,length,count,up_count,down_count,up_probability
"2,2,17",3,343,131,212,0.381924
"24,2,5",3,342,150,191,0.438596
"5,25,7",3,340,140,200,0.411765
"12,10,6",3,340,127,212,0.373529
"7,12,25",3,340,121,218,0.355882
"6,25,5",3,339,140,199,0.412979
"10,6,13",3,339,136,202,0.40118
"12,7,17",3,338,131,207,0.387574
"15,15,6",3,337,204,133,0.605341
"17,12,10",3,337,120,216,0.356083
"16,15,6",3,336,204,132,0.607143
"11,24,14",3,336,139,197,0.41369
"24,18,25",3,336,210,126,0.625
"11,17,4",3,335,145,183,0.432836
"24,8,8",3,335,143,192,0.426866
"24,7,7",3,335,123,211,0.367164
"10,24,18",3,333,201,132,0.603604
"7,11,23",3,333,128,205,0.384384
"5,20,5",3,332,124,208,0.373494
"18,15,25",3,332,204,128,0.614458
"4,12,11",3,332,116,216,0.349398
"12,1,24",3,332,149,183,0.448795
"2,16,10",3,331,143,188,0.432024
"7,7,12",3,331,116,215,0.350453
"17,12,5",3,331,142,189,0.429003
"14,15,10",3,330,203,126,0.615152
"17,10,10",3,330,128,202,0.387879
"8,24,11",3,329,128,201,0.389058
"23,7,17",3,328,134,194,0.408537
"7,6,10",3,327,118,209,0.360856
"17,7,4",3,324,120,204,0.37037
"15,2,5",3,324,190,134,0.58642
"10,24,13",3,324,136,188,0.419753
"5,12,24",3,323,82,241,0.25387
"16,24,15",3,321,209,112,0.65109
"12,25,20",3,321,113,208,0.352025
"4,12,4",3,320,140,180,0.4375
"1,24,16",3,317,219,98,0.690852
"24,12,7",3,316,116,200,0.367089
"10,15,13",3,316,180,136,0.56962
"8,5,12",3,314,127,187,0.404459
"23,7,23",3,314,113,201,0.359873
"11,1,25",3,314,133,181,0.423567
"22,25,6",3,313,126,187,0.402556
"25,16,2",3,312,174,136,0.557692
"4,20,4",3,311,96,215,0.308682
"18,15,16",3,310,200,110,0.645161
"13,7,24",3,310,122,188,0.393548
"16,6,16",3,308,179,126,0.581169
"15,24,16",3,307,181,126,0.589577
"9,6,25",3,307,129,178,0.420195
"23,17,23",3,306,79,227,0.25817
"18,16,25",3,305,232,73,0.760656
"11,8,4",3,305,115,190,0.377049
"5,13,24",3,303,132,156,0.435644
